auction_date,type,term,cusip,reopening,offering_amount
2015-06-23,Note,2-Year,912828XJ4,No,26000000000
2015-06-24,Note,5-Year,912828XH8,No,35000000000
2015-06-25,Note,7-Year,912828XG0,No,29000000000
2015-07-07,Note,3-Year,912828XK1,No,24000000000
2015-07-08,Note,9-Year 10-Month,912828XB1,Yes,21000000000
2015-07-09,Bond,29-Year 10-Month,912810RM2,Yes,13000000000
2015-07-28,Note,2-Year,912828XP0,No,26000000000
2015-07-29,Note,5-Year,912828XM7,No,35000000000
2015-07-30,Note,7-Year,912828XQ8,No,29000000000
2015-08-11,Note,3-Year,912828K82,No,24000000000
2015-08-12,Note,10-Year,912828K74,No,24000000000
2015-08-13,Bond,30-Year,912810RN0,No,16000000000
2015-08-25,Note,2-Year,912828TM2,Yes,26000000000
2015-08-26,Note,5-Year,912828L32,No,35000000000
2015-08-27,Note,7-Year,912828L24,No,29000000000
2015-09-08,Note,3-Year,912828L40,No,24000000000
2015-09-09,Note,9-Year 11-Month,912828K74,Yes,21000000000
2015-09-10,Bond,29-Year 11-Month,912810RN0,Yes,13000000000
2015-09-22,Note,2-Year,912828TS9,Yes,26000000000
2015-09-23,Note,5-Year,912828L65,No,35000000000
2015-09-24,Note,7-Year,912828L57,No,29000000000
2015-10-06,Note,3-Year,912828L81,No,24000000000
2015-10-07,Note,9-Year 10-Month,912828K74,Yes,21000000000
2015-10-08,Bond,29-Year 10-Month,912810RN0,Yes,13000000000
2015-10-28,Note,5-Year,912828L99,No,35000000000
2015-10-29,Note,7-Year,912828M49,No,29000000000
2015-11-04,Note,2-Year,912828TW0,Yes,26000000000
2015-11-09,Note,3-Year,912828M64,No,24000000000
2015-11-10,Note,10-Year,912828M56,No,24000000000
2015-11-12,Bond,30-Year,912810RP5,No,16000000000
2015-11-23,Note,2-Year,912828M72,No,26000000000
2015-11-24,Note,5-Year,912828M98,No,35000000000
2015-11-25,Note,7-Year,912828M80,No,29000000000
2015-12-08,Note,3-Year,912828N22,No,24000000000
2015-12-09,Note,9-Year 11-Month,912828M56,Yes,21000000000
2015-12-10,Bond,29-Year 11-Month,912810RP5,Yes,13000000000
2015-12-28,Note,2-Year,912828N55,No,26000000000
2015-12-29,Note,5-Year,912828N48,No,35000000000
2015-12-30,Note,7-Year,912828N30,No,29000000000
2016-01-12,Note,3-Year,912828N63,No,24000000000
2016-01-13,Note,9-Year 10-Month,912828M56,Yes,21000000000
2016-01-14,Bond,29-Year 10-Month,912810RP5,Yes,13000000000
2016-01-26,Note,2-Year,912828P20,No,26000000000
2016-01-27,Note,5-Year,912828N89,No,35000000000
2016-01-28,Note,7-Year,912828P38,No,29000000000
2016-02-09,Note,3-Year,912828P53,No,24000000000
2016-02-10,Note,10-Year,912828P46,No,23000000000
2016-02-11,Bond,30-Year,912810RQ3,No,15000000000
2016-02-23,Note,2-Year,912828UR9,Yes,26000000000
2016-02-24,Note,5-Year,912828P87,No,34000000000
2016-02-26,Note,7-Year,912828P79,No,28000000000
2016-03-08,Note,3-Year,912828P95,No,24000000000
2016-03-09,Note,9-Year 11-Month,912828P46,Yes,20000000000
2016-03-10,Bond,29-Year 11-Month,912810RQ3,Yes,12000000000
2016-03-28,Note,2-Year,912828Q45,No,26000000000
2016-03-29,Note,5-Year,912828Q37,No,34000000000
2016-03-30,Note,7-Year,912828Q29,No,28000000000
2016-04-12,Note,3-Year,912828Q52,No,24000000000
2016-04-13,Note,9-Year 10-Month,912828P46,Yes,20000000000
2016-04-14,Bond,29-Year 10-Month,912810RQ3,Yes,12000000000
2016-04-25,Note,2-Year,912828Q94,No,26000000000
2016-04-26,Note,5-Year,912828Q78,No,34000000000
2016-04-28,Note,7-Year,912828R28,No,28000000000
2016-05-10,Note,3-Year,912828R44,No,24000000000
2016-05-11,Note,10-Year,912828R36,No,23000000000
2016-05-12,Bond,30-Year,912810RS9,No,15000000000
2016-05-24,Note,2-Year,912828R51,No,26000000000
2016-05-25,Note,5-Year,912828R77,No,34000000000
2016-05-26,Note,7-Year,912828R69,No,28000000000
2016-06-07,Note,3-Year,912828R85,No,24000000000
2016-06-08,Note,9-Year 11-Month,912828R36,Yes,20000000000
2016-06-09,Bond,29-Year 11-Month,912810RS9,Yes,12000000000
2016-06-20,Note,2-Year,912828R93,No,26000000000
2016-06-21,Note,5-Year,912828S27,No,34000000000
2016-06-22,Note,7-Year,912828S35,No,28000000000
2016-07-11,Note,3-Year,912828S43,No,24000000000
2016-07-12,Note,9-Year 10-Month,912828R36,Yes,20000000000
2016-07-13,Bond,29-Year 10-Month,912810RS9,Yes,12000000000
2016-07-25,Note,2-Year,912828S68,No,26000000000
2016-07-26,Note,5-Year,912828S76,No,34000000000
2016-07-28,Note,7-Year,912828S92,No,28000000000
2016-08-09,Note,3-Year,9128282B5,No,24000000000
2016-08-10,Note,10-Year,9128282A7,No,23000000000
2016-08-11,Bond,30-Year,912810RT7,No,15000000000
2016-08-23,Note,2-Year,9128282C3,No,26000000000
2016-08-24,Note,5-Year,9128282F6,No,34000000000
2016-08-25,Note,7-Year,9128282D1,No,28000000000
2016-09-12,Note,3-Year,9128282G4,No,24000000000
2016-09-12,Note,9-Year 11-Month,9128282A7,Yes,20000000000
2016-09-13,Bond,29-Year 11-Month,912810RT7,Yes,12000000000
2016-09-26,Note,2-Year,912828T42,No,26000000000
2016-09-27,Note,5-Year,912828T34,No,34000000000
2016-09-28,Note,7-Year,912828T26,No,28000000000
2016-10-12,Note,3-Year,912828T59,No,24000000000
2016-10-12,Note,9-Year 10-Month,9128282A7,Yes,20000000000
2016-10-13,Bond,29-Year 10-Month,912810RT7,Yes,12000000000
2016-10-25,Note,2-Year,912828T83,No,26000000000
2016-10-26,Note,5-Year,912828T67,No,34000000000
2016-10-27,Note,7-Year,912828T91,No,28000000000
2016-11-08,Note,3-Year,912828U32,No,24000000000
2016-11-09,Note,10-Year,912828U24,No,23000000000
2016-11-10,Bond,30-Year,912810RU4,No,15000000000
2016-11-21,Note,2-Year,912828U40,No,26000000000
2016-11-22,Note,5-Year,912828U65,No,34000000000
2016-11-23,Note,7-Year,912828U57,No,28000000000
2016-12-12,Note,3-Year,912828U73,No,24000000000
2016-12-12,Note,9-Year 11-Month,912828U24,Yes,20000000000
2016-12-13,Bond,29-Year 11-Month,912810RU4,Yes,12000000000
2016-12-27,Note,2-Year,912828U99,No,26000000000
2016-12-28,Note,5-Year,912828U81,No,34000000000
2016-12-29,Note,7-Year,912828V23,No,28000000000
2017-01-10,Note,3-Year,912828V31,No,24000000000
2017-01-11,Note,9-Year 10-Month,912828U24,Yes,20000000000
2017-01-12,Bond,29-Year 10-Month,912810RU4,Yes,12000000000
2017-01-24,Note,2-Year,912828V56,No,26000000000
2017-01-25,Note,5-Year,912828V72,No,34000000000
2017-01-26,Note,7-Year,912828V80,No,28000000000
2017-02-07,Note,3-Year,912828W22,No,24000000000
2017-02-08,Note,10-Year,912828V98,No,23000000000
2017-02-09,Bond,30-Year,912810RV2,No,15000000000
2017-02-21,Note,2-Year,912828W30,No,26000000000
2017-02-22,Note,5-Year,912828W55,No,34000000000
2017-02-23,Note,7-Year,912828W48,No,28000000000
2017-03-07,Note,3-Year,912828W63,No,24000000000
2017-03-08,Note,9-Year 11-Month,912828V98,Yes,20000000000
2017-03-09,Bond,29-Year 11-Month,912810RV2,Yes,12000000000
2017-03-27,Note,2-Year,912828W97,No,26000000000
2017-03-28,Note,5-Year,912828W89,No,34000000000
2017-03-29,Note,7-Year,912828W71,No,28000000000
2017-04-10,Note,3-Year,912828X21,No,24000000000
2017-04-11,Note,9-Year 10-Month,912828V98,Yes,20000000000
2017-04-12,Bond,29-Year 10-Month,912810RV2,Yes,12000000000
2017-04-25,Note,2-Year,912828ST8,Yes,26000000000
2017-04-26,Note,5-Year,912828X47,No,34000000000
2017-04-27,Note,7-Year,912828X70,No,28000000000
2017-05-09,Note,3-Year,912828X96,No,24000000000
2017-05-10,Note,10-Year,912828X88,No,23000000000
2017-05-11,Bond,30-Year,912810RX8,No,15000000000
2017-05-23,Note,2-Year,912828XS4,No,26000000000
2017-05-24,Note,5-Year,912828XR6,No,34000000000
2017-05-25,Note,7-Year,912828XT2,No,28000000000
2017-06-12,Note,3-Year,912828XU9,No,24000000000
2017-06-12,Note,9-Year 11-Month,912828X88,Yes,20000000000
2017-06-13,Bond,29-Year 11-Month,912810RX8,Yes,12000000000
2017-06-26,Note,2-Year,912828XV7,No,26000000000
2017-06-27,Note,5-Year,912828XW5,No,34000000000
2017-06-28,Note,7-Year,912828XX3,No,28000000000
2017-07-11,Note,3-Year,9128282J8,No,24000000000
2017-07-12,Note,9-Year 10-Month,912828X88,Yes,20000000000
2017-07-13,Bond,29-Year 10-Month,912810RX8,Yes,12000000000
2017-07-25,Note,2-Year,9128282K5,No,26000000000
2017-07-26,Note,5-Year,9128282P4,No,34000000000
2017-07-27,Note,7-Year,9128282N9,No,28000000000
2017-08-08,Note,3-Year,9128282Q2,No,24000000000
2017-08-09,Note,10-Year,9128282R0,No,23000000000
2017-08-10,Bond,30-Year,912810RY6,No,15000000000
2017-08-28,Note,2-Year,9128282T6,No,26000000000
2017-08-28,Note,5-Year,9128282S8,No,34000000000
2017-08-29,Note,7-Year,9128282U3,No,28000000000
2017-09-11,Note,3-Year,9128282V1,No,24000000000
2017-09-12,Note,9-Year 11-Month,9128282R0,Yes,20000000000
2017-09-13,Bond,29-Year 11-Month,912810RY6,Yes,12000000000
2017-09-26,Note,2-Year,9128282X7,No,26000000000
2017-09-27,Note,5-Year,9128282W9,No,34000000000
2017-09-28,Note,7-Year,9128282Y5,No,28000000000
2017-10-11,Note,3-Year,9128282Z2,No,24000000000
2017-10-11,Note,9-Year 10-Month,9128282R0,Yes,20000000000
2017-10-12,Bond,29-Year 10-Month,912810RY6,Yes,12000000000
2017-10-24,Note,2-Year,912828F62,Yes,26000000000
2017-10-25,Note,5-Year,9128283C2,No,34000000000
2017-10-26,Note,7-Year,9128283D0,No,28000000000
2017-11-07,Note,3-Year,9128283G3,No,24000000000
2017-11-08,Note,10-Year,9128283F5,No,23000000000
2017-11-09,Bond,30-Year,912810RZ3,No,15000000000
2017-11-27,Note,2-Year,9128283H1,No,26000000000
2017-11-27,Note,5-Year,912828M80,Yes,34000000000
2017-11-28,Note,7-Year,9128283J7,No,28000000000
2017-12-11,Note,3-Year,9128283L2,No,24000000000
2017-12-11,Note,9-Year 11-Month,9128283F5,Yes,20000000000
2017-12-12,Bond,29-Year 11-Month,912810RZ3,Yes,12000000000
2017-12-26,Note,2-Year,9128283N8,No,26000000000
2017-12-27,Note,5-Year,912828N30,Yes,34000000000
2017-12-28,Note,7-Year,9128283P3,No,28000000000
2018-01-09,Note,3-Year,9128283Q1,No,24000000000
2018-01-10,Note,9-Year 10-Month,9128283F5,Yes,20000000000
2018-01-11,Bond,29-Year 10-Month,912810RZ3,Yes,12000000000
2018-01-23,Note,2-Year,9128283S7,No,26000000000
2018-01-24,Note,5-Year,9128283U2,No,34000000000
2018-01-25,Note,7-Year,9128283V0,No,28000000000
2018-02-06,Note,3-Year,9128283X6,No,26000000000
2018-02-07,Note,10-Year,9128283W8,No,24000000000
2018-02-08,Bond,30-Year,912810SA7,No,16000000000
2018-02-20,Note,2-Year,9128283Y4,No,28000000000
2018-02-21,Note,5-Year,9128284A5,No,35000000000
2018-02-22,Note,7-Year,9128283Z1,No,29000000000
2018-03-12,Note,3-Year,9128284B3,No,28000000000
2018-03-12,Note,9-Year 11-Month,9128283W8,Yes,21000000000
2018-03-13,Bond,29-Year 11-Month,912810SA7,Yes,13000000000
2018-03-26,Note,2-Year,9128284C1,No,30000000000
2018-03-27,Note,5-Year,9128284D9,No,35000000000
2018-03-28,Note,7-Year,9128284F4,No,29000000000
2018-04-10,Note,3-Year,9128284G2,No,30000000000
2018-04-11,Note,9-Year 10-Month,9128283W8,Yes,21000000000
2018-04-12,Bond,29-Year 10-Month,912810SA7,Yes,13000000000
2018-04-24,Note,2-Year,9128284J6,No,32000000000
2018-04-25,Note,5-Year,9128284L1,No,35000000000
2018-04-26,Note,7-Year,9128284M9,No,29000000000
2018-05-08,Note,3-Year,9128284P2,No,31000000000
2018-05-09,Note,10-Year,9128284N7,No,25000000000
2018-05-10,Bond,30-Year,912810SC3,No,17000000000
2018-05-22,Note,2-Year,9128284Q0,No,33000000000
2018-05-23,Note,5-Year,9128284S6,No,36000000000
2018-05-24,Note,7-Year,9128284R8,No,30000000000
2018-06-11,Note,3-Year,9128284T4,No,32000000000
2018-06-11,Note,9-Year 11-Month,9128284N7,Yes,22000000000
2018-06-12,Bond,29-Year 11-Month,912810SC3,Yes,14000000000
2018-06-26,Note,2-Year,912828XY1,No,34000000000
2018-06-27,Note,5-Year,9128284U1,No,36000000000
2018-06-28,Note,7-Year,912828XZ8,No,30000000000
2018-07-10,Note,3-Year,912828Y20,No,33000000000
2018-07-11,Note,9-Year 10-Month,9128284N7,Yes,22000000000
2018-07-12,Bond,29-Year 10-Month,912810SC3,Yes,14000000000
2018-07-24,Note,2-Year,912828Y46,No,35000000000
2018-07-25,Note,5-Year,912828Y61,No,36000000000
2018-07-26,Note,7-Year,912828Y79,No,30000000000
2018-08-07,Note,3-Year,9128284W7,No,34000000000
2018-08-08,Note,10-Year,9128284V9,No,26000000000
2018-08-09,Bond,30-Year,912810SD1,No,18000000000
2018-08-27,Note,2-Year,9128284Y3,No,36000000000
2018-08-28,Note,5-Year,9128284X5,No,37000000000
2018-08-29,Note,7-Year,9128284Z0,No,31000000000
2018-09-11,Note,3-Year,9128285A4,No,35000000000
2018-09-12,Note,9-Year 11-Month,9128284V9,Yes,23000000000
2018-09-13,Bond,29-Year 11-Month,912810SD1,Yes,15000000000
2018-09-24,Note,2-Year,9128285B2,No,37000000000
2018-09-25,Note,5-Year,9128285D8,No,38000000000
2018-09-27,Note,7-Year,9128285C0,No,31000000000
2018-10-10,Note,3-Year,9128285F3,No,36000000000
2018-10-10,Note,9-Year 10-Month,9128284V9,Yes,23000000000
2018-10-11,Bond,29-Year 10-Month,912810SD1,Yes,15000000000
2018-10-23,Note,2-Year,9128285G1,No,38000000000
2018-10-24,Note,5-Year,9128285K2,No,39000000000
2018-10-25,Note,7-Year,9128285J5,No,31000000000
2018-11-05,Note,3-Year,9128285L0,No,37000000000
2018-11-06,Note,10-Year,9128285M8,No,27000000000
2018-11-07,Bond,30-Year,912810SE9,No,19000000000
2018-11-26,Note,2-Year,9128285Q9,No,39000000000
2018-11-27,Note,5-Year,9128285P1,No,40000000000
2018-11-28,Note,7-Year,9128285N6,No,32000000000
2018-12-11,Note,3-Year,9128285R7,No,38000000000
2018-12-12,Note,9-Year 11-Month,9128285M8,Yes,24000000000
2018-12-13,Bond,29-Year 11-Month,912810SE9,Yes,16000000000
2018-12-24,Note,2-Year,9128285S5,No,40000000000
2018-12-26,Note,5-Year,9128285U0,No,41000000000
2018-12-27,Note,7-Year,9128285T3,No,32000000000
2019-01-08,Note,3-Year,9128285V8,No,38000000000
2019-01-09,Note,9-Year 10-Month,9128285M8,Yes,24000000000
2019-01-10,Bond,29-Year 10-Month,912810SE9,Yes,16000000000
2019-01-28,Note,2-Year,9128285X4,No,40000000000
2019-01-28,Note,5-Year,9128285Z9,No,41000000000
2019-01-29,Note,7-Year,9128286A3,No,32000000000
2019-02-05,Note,3-Year,9128286C9,No,38000000000
2019-02-06,Note,10-Year,9128286B1,No,27000000000
2019-02-07,Bond,30-Year,912810SF6,No,19000000000
2019-02-25,Note,2-Year,9128286D7,No,40000000000
2019-02-25,Note,5-Year,9128286G0,No,41000000000
2019-02-26,Note,7-Year,9128286F2,No,32000000000
2019-03-11,Note,3-Year,9128286H8,No,38000000000
2019-03-12,Note,9-Year 11-Month,9128286B1,Yes,24000000000
2019-03-13,Bond,29-Year 11-Month,912810SF6,Yes,16000000000
2019-03-26,Note,2-Year,912828C57,Yes,40000000000
2019-03-27,Note,5-Year,912828W71,Yes,41000000000
2019-03-28,Note,7-Year,9128286L9,No,32000000000
2019-04-09,Note,3-Year,9128286M7,No,38000000000
2019-04-10,Note,9-Year 10-Month,9128286B1,Yes,24000000000
2019-04-11,Bond,29-Year 10-Month,912810SF6,Yes,16000000000
2019-04-23,Note,2-Year,912828WG1,Yes,40000000000
2019-04-24,Note,5-Year,9128286R6,No,41000000000
2019-04-25,Note,7-Year,9128286S4,No,32000000000
2019-05-07,Note,3-Year,9128286U9,No,38000000000
2019-05-08,Note,10-Year,9128286T2,No,27000000000
2019-05-09,Bond,30-Year,912810SH2,No,19000000000
2019-05-28,Note,2-Year,9128286V7,No,40000000000
2019-05-28,Note,5-Year,912828XT2,Yes,41000000000
2019-05-29,Note,7-Year,9128286X3,No,32000000000
2019-06-11,Note,3-Year,9128286Y1,No,38000000000
2019-06-12,Note,9-Year 11-Month,9128286T2,Yes,24000000000
2019-06-13,Bond,29-Year 11-Month,912810SH2,Yes,16000000000
2019-06-21,Note,9-Year 11-Month,9128286T2,Yes,25000000
2019-06-25,Note,2-Year,9128287A2,No,40000000000
2019-06-26,Note,5-Year,9128286Z8,No,41000000000
2019-06-27,Note,7-Year,9128287B0,No,32000000000
2019-07-09,Note,3-Year,9128287C8,No,38000000000
2019-07-10,Note,9-Year 10-Month,9128286T2,Yes,24000000000
2019-07-11,Bond,29-Year 10-Month,912810SH2,Yes,16000000000
2019-07-23,Note,2-Year,9128287F1,No,40000000000
2019-07-24,Note,5-Year,912828Y87,No,41000000000
2019-07-25,Note,7-Year,912828Y95,No,32000000000
2019-08-06,Note,3-Year,912828YA2,No,38000000000
2019-08-07,Note,10-Year,912828YB0,No,27000000000
2019-08-08,Bond,30-Year,912810SJ8,No,19000000000
2019-08-27,Note,2-Year,912828YC8,No,40000000000
2019-08-28,Note,5-Year,912828YE4,No,41000000000
2019-08-29,Note,7-Year,912828YD6,No,32000000000
2019-09-10,Note,3-Year,912828YF1,No,38000000000
2019-09-11,Note,9-Year 11-Month,912828YB0,Yes,24000000000
2019-09-12,Bond,29-Year 11-Month,912810SJ8,Yes,16000000000
2019-09-24,Note,2-Year,912828YJ3,No,40000000000
2019-09-25,Note,5-Year,912828YH7,No,41000000000
2019-09-26,Note,7-Year,912828YG9,No,32000000000
2019-10-08,Note,3-Year,912828YK0,No,38000000000
2019-10-09,Note,9-Year 10-Month,912828YB0,Yes,24000000000
2019-10-10,Bond,29-Year 10-Month,912810SJ8,Yes,16000000000
2019-10-22,Note,2-Year,912828YP9,No,40000000000
2019-10-23,Note,5-Year,912828YM6,No,41000000000
2019-10-24,Note,7-Year,912828YQ7,No,32000000000
2019-11-05,Note,3-Year,912828TY6,Yes,38000000000
2019-11-06,Note,10-Year,912828YS3,No,27000000000
2019-11-07,Bond,30-Year,912810SK5,No,19000000000
2019-11-25,Note,2-Year,912828YT1,No,40000000000
2019-11-26,Note,5-Year,912828YV6,No,41000000000
2019-11-27,Note,7-Year,912828YU8,No,32000000000
2019-12-09,Note,3-Year,912828YW4,No,38000000000
2019-12-10,Note,9-Year 11-Month,912828YS3,Yes,24000000000
2019-12-12,Bond,29-Year 11-Month,912810SK5,Yes,16000000000
2019-12-23,Note,2-Year,912828YZ7,No,40000000000
2019-12-24,Note,5-Year,912828YY0,No,41000000000
2019-12-26,Note,7-Year,912828YX2,No,32000000000
2020-01-07,Note,3-Year,912828Z29,No,38000000000
2020-01-08,Note,9-Year 10-Month,912828YS3,Yes,24000000000
2020-01-09,Bond,29-Year 10-Month,912810SK5,Yes,16000000000
2020-01-27,Note,2-Year,912828Z60,No,40000000000
2020-01-27,Note,5-Year,912828Z52,No,41000000000
2020-01-28,Note,7-Year,912828Z78,No,32000000000
2020-02-11,Note,3-Year,912828Z86,No,38000000000
2020-02-12,Note,10-Year,912828Z94,No,27000000000
2020-02-13,Bond,30-Year,912810SL3,No,19000000000
2020-02-25,Note,2-Year,912828ZA1,No,40000000000
2020-02-26,Note,5-Year,912828ZC7,No,41000000000
2020-02-27,Note,7-Year,912828ZB9,No,32000000000
2020-03-10,Note,3-Year,912828ZD5,No,38000000000
2020-03-11,Note,9-Year 11-Month,912828Z94,Yes,24000000000
2020-03-12,Bond,29-Year 11-Month,912810SL3,Yes,16000000000
2020-03-24,Note,2-Year,912828ZG8,No,40000000000
2020-03-25,Note,5-Year,912828ZF0,No,41000000000
2020-03-26,Note,7-Year,912828ZE3,No,32000000000
2020-04-06,Note,3-Year,912828ZH6,No,40000000000
2020-04-07,Note,9-Year 10-Month,912828Z94,Yes,25000000000
2020-04-08,Bond,29-Year 10-Month,912810SL3,Yes,17000000000
2020-04-27,Note,2-Year,912828ZM5,No,42000000000
2020-04-27,Note,5-Year,912828ZL7,No,43000000000
2020-04-28,Note,7-Year,912828ZN3,No,35000000000
2020-05-11,Note,3-Year,912828ZP8,No,42000000000
2020-05-12,Note,10-Year,912828ZQ6,No,32000000000
2020-05-13,Bond,30-Year,912810SN9,No,22000000000
2020-05-20,Bond,20-Year,912810SR0,No,20000000000
2020-05-26,Note,2-Year,912828ZR4,No,44000000000
2020-05-27,Note,5-Year,912828ZT0,No,45000000000
2020-05-28,Note,7-Year,912828ZS2,No,38000000000
2020-06-08,Note,3-Year,912828ZU7,No,44000000000
2020-06-09,Note,9-Year 11-Month,912828ZQ6,Yes,29000000000
2020-06-11,Bond,29-Year 11-Month,912810SN9,Yes,19000000000
2020-06-17,Bond,19-Year 11-Month,912810SR0,Yes,17000000000
2020-06-23,Note,2-Year,912828ZX1,No,46000000000
2020-06-24,Note,5-Year,912828ZW3,No,47000000000
2020-06-25,Note,7-Year,912828ZV5,No,41000000000
2020-07-07,Note,3-Year,912828ZY9,No,46000000000
2020-07-08,Note,9-Year 10-Month,912828ZQ6,Yes,29000000000
2020-07-09,Bond,29-Year 10-Month,912810SN9,Yes,19000000000
2020-07-22,Bond,19-Year 10-Month,912810SR0,Yes,17000000000
2020-07-27,Note,2-Year,91282CAC5,No,48000000000
2020-07-27,Note,5-Year,91282CAB7,No,49000000000
2020-07-28,Note,7-Year,91282CAD3,No,44000000000
2020-08-11,Note,3-Year,91282CAF8,No,48000000000
2020-08-12,Note,10-Year,91282CAE1,No,38000000000
2020-08-13,Bond,30-Year,912810SP4,No,26000000000
2020-08-19,Bond,20-Year,912810SQ2,No,25000000000
2020-08-25,Note,2-Year,91282CAG6,No,50000000000
2020-08-26,Note,5-Year,91282CAJ0,No,51000000000
2020-08-27,Note,7-Year,91282CAH4,No,47000000000
2020-09-08,Note,3-Year,91282CAK7,No,50000000000
2020-09-09,Note,9-Year 11-Month,91282CAE1,Yes,35000000000
2020-09-10,Bond,29-Year 11-Month,912810SP4,Yes,23000000000
2020-09-15,Bond,19-Year 11-Month,912810SQ2,Yes,22000000000
2020-09-22,Note,2-Year,91282CAN1,No,52000000000
2020-09-23,Note,5-Year,91282CAM3,No,53000000000
2020-09-24,Note,7-Year,91282CAL5,No,50000000000
2020-10-06,Note,3-Year,91282CAP6,No,52000000000
2020-10-07,Note,9-Year 10-Month,91282CAE1,Yes,35000000000
2020-10-08,Bond,29-Year 10-Month,912810SP4,Yes,23000000000
2020-10-21,Bond,19-Year 10-Month,912810SQ2,Yes,22000000000
2020-10-27,Note,2-Year,91282CAR2,No,54000000000
2020-10-28,Note,5-Year,91282CAT8,No,55000000000
2020-10-29,Note,7-Year,91282CAU5,No,53000000000
2020-11-09,Note,3-Year,91282CAW1,No,54000000000
2020-11-10,Note,10-Year,91282CAV3,No,41000000000
2020-11-12,Bond,30-Year,912810SS8,No,27000000000
2020-11-18,Bond,20-Year,912810ST6,No,27000000000
2020-11-23,Note,2-Year,91282CAX9,No,56000000000
2020-11-23,Note,5-Year,91282CAZ4,No,57000000000
2020-11-24,Note,7-Year,91282CAY7,No,56000000000
2020-12-08,Note,3-Year,91282CBA8,No,56000000000
2020-12-09,Note,9-Year 11-Month,91282CAV3,Yes,38000000000
2020-12-10,Bond,29-Year 11-Month,912810SS8,Yes,24000000000
2020-12-21,Bond,19-Year 11-Month,912810ST6,Yes,24000000000
2020-12-28,Note,2-Year,91282CBD2,No,58000000000
2020-12-28,Note,5-Year,91282CBC4,No,59000000000
2020-12-29,Note,7-Year,91282CBB6,No,59000000000
2021-01-11,Note,3-Year,91282CBE0,No,58000000000
2021-01-12,Note,9-Year 10-Month,91282CAV3,Yes,38000000000
2021-01-13,Bond,29-Year 10-Month,912810SS8,Yes,24000000000
2021-01-20,Bond,19-Year 10-Month,912810ST6,Yes,24000000000
2021-01-25,Note,2-Year,91282CBG5,No,60000000000
2021-01-26,Note,5-Year,91282CBH3,No,61000000000
2021-01-28,Note,7-Year,91282CBJ9,No,62000000000
2021-02-09,Note,3-Year,91282CBM2,No,58000000000
2021-02-10,Note,10-Year,91282CBL4,No,41000000000
2021-02-11,Bond,30-Year,912810SU3,No,27000000000
2021-02-17,Bond,20-Year,912810SW9,No,27000000000
2021-02-23,Note,2-Year,91282CBN0,No,60000000000
2021-02-24,Note,5-Year,91282CBQ3,No,61000000000
2021-02-25,Note,7-Year,91282CBP5,No,62000000000
2021-03-09,Note,3-Year,91282CBR1,No,58000000000
2021-03-10,Note,9-Year 11-Month,91282CBL4,Yes,38000000000
2021-03-11,Bond,29-Year 11-Month,912810SU3,Yes,24000000000
2021-03-16,Bond,19-Year 11-Month,912810SW9,Yes,24000000000
2021-03-23,Note,2-Year,91282CBU4,No,60000000000
2021-03-24,Note,5-Year,91282CBT7,No,61000000000
2021-03-25,Note,7-Year,91282CBS9,No,62000000000
2021-04-12,Note,3-Year,91282CBV2,No,58000000000
2021-04-12,Note,9-Year 10-Month,91282CBL4,Yes,38000000000
2021-04-13,Bond,29-Year 10-Month,912810SU3,Yes,24000000000
2021-04-21,Bond,19-Year 10-Month,912810SW9,Yes,24000000000
2021-04-26,Note,2-Year,91282CBX8,No,60000000000
2021-04-26,Note,5-Year,91282CBW0,No,61000000000
2021-04-27,Note,7-Year,91282CBZ3,No,62000000000
2021-05-11,Note,3-Year,91282CCC3,No,58000000000
2021-05-12,Note,10-Year,91282CCB5,No,41000000000
2021-05-13,Bond,30-Year,912810SX7,No,27000000000
2021-05-19,Bond,20-Year,912810SY5,No,27000000000
2021-05-25,Note,2-Year,91282CCD1,No,60000000000
2021-05-26,Note,5-Year,91282CCF6,No,61000000000
2021-05-27,Note,7-Year,91282CCE9,No,62000000000
2021-06-08,Note,3-Year,91282CCG4,No,58000000000
2021-06-09,Note,9-Year 11-Month,91282CCB5,Yes,38000000000
2021-06-10,Bond,29-Year 11-Month,912810SX7,Yes,24000000000
2021-06-15,Bond,19-Year 11-Month,912810SY5,Yes,24000000000
2021-06-22,Note,2-Year,91282CCK5,No,60000000000
2021-06-23,Note,5-Year,91282CCJ8,No,61000000000
2021-06-24,Note,7-Year,91282CCH2,No,62000000000
2021-07-12,Note,3-Year,91282CCL3,No,58000000000
2021-07-12,Note,9-Year 10-Month,91282CCB5,Yes,38000000000
2021-07-13,Bond,29-Year 10-Month,912810SX7,Yes,24000000000
2021-07-21,Bond,19-Year 10-Month,912810SY5,Yes,24000000000
2021-07-26,Note,2-Year,91282CCN9,No,60000000000
2021-07-27,Note,5-Year,91282CCP4,No,61000000000
2021-07-29,Note,7-Year,91282CCR0,No,62000000000
2021-08-10,Note,3-Year,91282CCT6,No,58000000000
2021-08-11,Note,10-Year,91282CCS8,No,41000000000
2021-08-12,Bond,30-Year,912810SZ2,No,27000000000
2021-08-18,Bond,20-Year,912810TA6,No,27000000000
2021-08-24,Note,2-Year,91282CCU3,No,60000000000
2021-08-25,Note,5-Year,91282CCW9,No,61000000000
2021-08-26,Note,7-Year,91282CCV1,No,62000000000
2021-09-07,Note,3-Year,91282CCX7,No,58000000000
2021-09-08,Note,9-Year 11-Month,91282CCS8,Yes,38000000000
